canonical_asset_id,category,style,variant_or_digit,parent_package_id,screen,exact_location,visible_states,current_implementation,temporary_path_identifier,required_meshy_replacement,shop_use,gameplay_use,animation_states,reduced_motion_behavior,approved_reference_ids,meshy_generation_mode,meshy_task_ids,exact_requested_model,exact_resolved_model_version,prompt_reference,prompt_checksum,reference_input_paths_checksums,request_payload_path,response_payload_path,creation_timestamp,consumed_credits,retry_count,preserved_source_asset_path,provider_native_usdz_path,source_glb_path,runtime_usdz_path,lod_paths,texture_map_paths,source_checksum,runtime_checksum,registry_key,shop_renderer_path,gameplay_renderer_path,thumbnail_path,test_ids,screenshot_ids,author_run_id,reviewer_run_id,final_status,blocking_reason
env.shopWall.recedingBook.body,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1441-1467,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 0..<15; 15 current rendered instance(s).,procedural-scene:env.shopWall.recedingBook.body,"Meshy-origin modular replacement for env.shopWall.recedingBook.body, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.shopWall.recedingBook.spine,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1458-1465,bookstore|shop|category changes,"Procedural SceneKit/runtime-generated leaf; 1 spine per book, same loop; 15 current rendered instance(s).",procedural-scene:env.shopWall.recedingBook.spine,"Meshy-origin modular replacement for env.shopWall.recedingBook.spine, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.shopWall.nearBook.body,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1469-1493,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 0..<18; 18 current rendered instance(s).,procedural-scene:env.shopWall.nearBook.body,"Meshy-origin modular replacement for env.shopWall.nearBook.body, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.shopWall.nearBook.spine,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1484-1491,bookstore|shop|category changes,"Procedural SceneKit/runtime-generated leaf; 1 spine per book, same loop; 18 current rendered instance(s).",procedural-scene:env.shopWall.nearBook.spine,"Meshy-origin modular replacement for env.shopWall.nearBook.spine, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.base,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2726-2730,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal cone; 1 current rendered instance(s).,procedural-scene:env.stand.base,"Meshy-origin modular replacement for env.stand.base, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.bearing,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2732-2736,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal cylinder; 1 current rendered instance(s).,procedural-scene:env.stand.bearing,"Meshy-origin modular replacement for env.stand.bearing, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.foot,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2738-2742,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal cone; 1 current rendered instance(s).,procedural-scene:env.stand.foot,"Meshy-origin modular replacement for env.stand.foot, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.pole,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2744-2748,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal cylinder; 1 current rendered instance(s).,procedural-scene:env.stand.pole,"Meshy-origin modular replacement for env.stand.pole, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.tierRing,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2754-2758,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 3 tierLevels; 3 current rendered instance(s).,procedural-scene:env.stand.tierRing,"Meshy-origin modular replacement for env.stand.tierRing, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.tierSpoke,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2760-2769,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 3 tierLevels * 4 spokes; 12 current rendered instance(s).,procedural-scene:env.stand.tierSpoke,"Meshy-origin modular replacement for env.stand.tierSpoke, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.topCap,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2772-2776,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal cylinder; 1 current rendered instance(s).,procedural-scene:env.stand.topCap,"Meshy-origin modular replacement for env.stand.topCap, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.signPlaque,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2785-2787,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal box; 1 current rendered instance(s).,procedural-scene:env.stand.signPlaque,"Meshy-origin modular replacement for env.stand.signPlaque, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.signPlate,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2793-2797,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 literal plane; 1 current rendered instance(s).,procedural-scene:env.stand.signPlate,"Meshy-origin modular replacement for env.stand.signPlate, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.pages,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2871-2874,bookstore|shop|category changes,"Procedural SceneKit/runtime-generated leaf; 1 per edition, 9 editions (BookEdition.shelf); 9 current rendered instance(s).",procedural-scene:env.stand.book.pages,"Meshy-origin modular replacement for env.stand.book.pages, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.board,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2876-2883,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 2 boards (front+back cloth) per edition * 9; 18 current rendered instance(s).,procedural-scene:env.stand.book.board,"Meshy-origin modular replacement for env.stand.book.board, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.spine,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2885-2889,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 per edition; 9 current rendered instance(s).,procedural-scene:env.stand.book.spine,"Meshy-origin modular replacement for env.stand.book.spine, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.coverPlane,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2891-2897,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 per edition; 9 current rendered instance(s).,procedural-scene:env.stand.book.coverPlane,"Meshy-origin modular replacement for env.stand.book.coverPlane, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.backPlane,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2910-2920,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 1 per edition; 9 current rendered instance(s).,procedural-scene:env.stand.book.backPlane,"Meshy-origin modular replacement for env.stand.book.backPlane, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.book.obstacleTab,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2940-2967,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 9 Obstacle.allCases * 9 editions; 81 current rendered instance(s).,procedural-scene:env.stand.book.obstacleTab,"Meshy-origin modular replacement for env.stand.book.obstacleTab, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
env.stand.pocketWire,shop_environment,bookstore,,shop.environment,Club Shop / bookstore room,App/Views/MainMenu/BookstoreSceneCoordinator.swift:3066-3091,bookstore|shop|category changes,Procedural SceneKit/runtime-generated leaf; 12 rods per addPocket call * 12 calls (9 filled book pockets + 3 empty filler pockets); 144 current rendered instance(s).,procedural-scene:env.stand.pocketWire,"Meshy-origin modular replacement for env.stand.pocketWire, preserving valid disclosed instancing.",true,false,,Static unless source path indicates ambient motion; verify after replacement.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Current visible environment art is procedural and lacks complete Meshy provenance, registry, source/runtime assets, tests, and approvals."
shop.counter.body,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1498-1500,paper category|grid category|numbers category|selected product,Procedural SceneKit/runtime-generated display fixture; 1 literal box; 1 current rendered instance(s).,procedural-display:shop.counter.body,Meshy-origin physical display/fixture replacement for shop.counter.body.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.seam,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1501-1505,paper category|grid category|numbers category|selected product,"Procedural SceneKit/runtime-generated display fixture; stride(-2.05,1.55,0.52); 7 current rendered instance(s).",procedural-display:shop.counter.seam,Meshy-origin physical display/fixture replacement for shop.counter.seam.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.trim,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1506-1510,paper category|grid category|numbers category|selected product,"Procedural SceneKit/runtime-generated display fixture; y in [1.18,3.25]; 2 current rendered instance(s).",procedural-display:shop.counter.trim,Meshy-origin physical display/fixture replacement for shop.counter.trim.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.screw,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1511-1519,paper category|grid category|numbers category|selected product,"Procedural SceneKit/runtime-generated display fixture; x in[-2.15,1.66] * y in[1.16,3.28]; 4 current rendered instance(s).",procedural-display:shop.counter.screw,Meshy-origin physical display/fixture replacement for shop.counter.screw.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.top,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1521-1526,paper category|grid category|numbers category|selected product,Procedural SceneKit/runtime-generated display fixture; 1 literal box (previewSurface); 1 current rendered instance(s).,procedural-display:shop.counter.top,Meshy-origin physical display/fixture replacement for shop.counter.top.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.lowerCabinet,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1527,paper category|grid category|numbers category|selected product,Procedural SceneKit/runtime-generated display fixture; 1 literal box; 1 current rendered instance(s).,procedural-display:shop.counter.lowerCabinet,Meshy-origin physical display/fixture replacement for shop.counter.lowerCabinet.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.counter.brassStrip,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1528,paper category|grid category|numbers category|selected product,Procedural SceneKit/runtime-generated display fixture; 1 literal box; 1 current rendered instance(s).,procedural-display:shop.counter.brassStrip,Meshy-origin physical display/fixture replacement for shop.counter.brassStrip.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.sign.board,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1530-1542,paper category|grid category|numbers category|selected product,"Procedural SceneKit/runtime-generated display fixture; 1 literal plane, CLUB SHOP signage; 1 current rendered instance(s).",procedural-display:shop.sign.board,Meshy-origin physical display/fixture replacement for shop.sign.board.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
shop.sign.notice,shop_display,bookstore,,shop.display.fixtures,Club Shop proofing counter/display,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1544-1555,paper category|grid category|numbers category|selected product,"Procedural SceneKit/runtime-generated display fixture; 1 literal plane, SAMPLES notice; 1 current rendered instance(s).",procedural-display:shop.sign.notice,Meshy-origin physical display/fixture replacement for shop.sign.notice.,true,false,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift,,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,349D394D-892D-4902-BCE0-C2D340A506FD,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,Current visible display fixture is procedural or lacks complete Meshy provenance and approval.
